-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
-94.53482,-115.9519,-125.1759,-131.2265,-135.7648,-139.4119,-142.47,-145.1095,-147.4359,-149.5194,-151.4088,-153.1395,-154.7381,-156.225,-157.6162,-158.9245,-160.1602,-161.332,-162.4469,-163.5109
