-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
-43.26562,-53.92934,-58.4966,-61.47709,-63.70145,-65.4802,-66.96447,-68.23941,-69.35785,-70.3548,-71.2547,-72.07528,-72.8298,-73.52847,-74.17927,-74.78861,-75.3617,-75.90279,-76.41545,-76.90266,-77.367,-77.81064,-78.23544,-78.64307,-79.03493,-79.41233,-79.77634,-80.128,-80.46811,-80.79755,-81.11698,-81.42709,-81.72844,-82.02154,-82.30689,-82.58495,-82.85612,-83.12077,-83.37922,-83.63182,-83.87885,-84.12058,-84.35728,-84.58913,-84.81643,-85.03932,-85.25802,-85.47271,-85.68352,-85.89067
